+12.304 +67.083 B
 +0.723 +55.233 A
+17.257 +63.117 C
 -6.568 +33.469 C
+16.107 +75.907 B
+17.756 +77.876 C
 +4.421 +68.463 B
 +7.892 +40.416 C
+12.460 +63.514 B
+15.947 +53.898 C
 +6.462 +78.564 B
+16.937 +39.211 C
 -9.161 +41.791 C
 +0.004 +77.148 C
 +8.629 +85.192 C
 -6.163 +43.781 C
 +3.352 +47.304 C
 +9.252 +75.527 B
+13.658 +78.862 B
 +4.753 +36.089 C
+14.718 +79.665 B
+17.946 +65.035 C
+19.505 +87.053 C
+18.529 +73.290 C
+17.096 +48.952 C
 -2.347 +65.541 A
+10.308 +49.809 C
 -1.402 +63.815 A
+10.938 +65.412 B
 +1.485 +34.284 C
 -7.445 +44.016 C
 +1.272 +32.884 C
 -5.241 +67.941 C
 +8.302 +75.949 B
 +1.703 +33.667 C
+12.490 +58.576 B
 -4.920 +81.879 C
+11.378 +67.282 B
+14.199 +47.827 C
 +5.776 +83.627 C
+12.778 +50.963 C
+16.219 +36.848 C
 +7.962 +51.570 B
 +7.612 +79.595 B
+15.928 +41.615 C
 +0.546 +34.895 C
 -6.647 +33.217 C
+11.690 +39.264 C
 +4.412 +85.664 C
 +5.761 +81.611 C
 -2.320 +32.535 C
 -2.139 +52.866 A
+17.193 +54.058 C
 -0.371 +80.099 C
 -0.478 +69.288 C
 -1.842 +53.222 A
 +6.297 +76.437 B
 -3.998 +45.021 A
 +1.736 +76.483 B
 +7.224 +83.514 C
 +0.893 +67.048 A
 +2.561 +43.879 C
 +9.417 +46.854 C
+13.357 +48.415 C
+17.948 +85.054 C
+14.892 +79.063 B
 +5.739 +53.457 B
 -6.274 +31.974 C
 +2.823 +43.515 C
 -6.857 +71.122 C
+15.060 +69.006 B
 +1.792 +49.546 A
 +4.680 +70.807 B
 -2.527 +32.433 C
 +2.726 +36.628 C
+15.332 +55.446 B
 +5.136 +68.786 B
+16.096 +72.713 B
 +5.641 +43.768 C
+12.994 +66.016 B
 +1.588 +67.826 A
 -7.836 +38.016 C
 -1.085 +73.873 C
 +5.204 +40.297 C
+15.807 +84.258 C
 -6.179 +71.563 C
 +9.859 +66.252 B
 -9.652 +35.735 C
+18.651 +80.859 C
 -1.939 +81.669 C
 -8.206 +53.832 C
 +0.708 +69.056 A
 +8.480 +52.463 B
 +3.800 +74.638 B
 -5.584 +75.674 C
 +8.867 +85.144 C
+10.162 +86.338 C
 -6.582 +79.462 C
+11.425 +46.042 C
+11.965 +70.057 B
 -7.379 +68.793 C
 +7.965 +54.013 B
 -2.045 +45.939 A
+14.249 +74.568 B
 +9.203 +67.290 B
 +2.110 +83.863 C
 -3.669 +31.554 C
+11.835 +41.130 C
 +6.059 +77.063 B
 +9.076 +81.415 B
 +9.633 +57.271 B
 -4.780 +34.423 C
 -2.262 +33.304 C
+16.996 +69.230 C
+13.660 +65.660 B
 +2.383 +33.713 C
 +1.980 +51.347 A
 +9.739 +83.826 C
 +6.181 +86.587 C
 +3.057 +71.059 B
 +7.023 +73.755 B
 +9.982 +68.320 B
+15.273 +37.972 C
 +7.532 +72.259 B
 -5.815 +32.705 C
 -0.840 +48.798 A
+12.956 +83.134 C
+18.289 +69.802 C
+12.892 +39.121 C
 +4.773 +33.654 C
 +1.862 +68.584 B
 +9.269 +65.757 B
+17.059 +74.737 C
+14.336 +39.831 C
+15.974 +39.691 C
+16.349 +74.127 B
 +2.912 +71.947 B
 -1.303 +50.378 A
 -5.014 +35.874 C
 +1.746 +43.560 A
 +1.721 +79.017 B
 -4.825 +62.450 C
 +8.899 +87.154 C
+16.603 +65.005 C
 -0.261 +43.125 A
+10.421 +52.688 B
+13.843 +69.123 B
 +1.975 +72.117 B
 +4.995 +49.472 B
 -8.301 +47.738 C
 +2.498 +49.646 A
+15.841 +62.066 C
+10.582 +58.771 B
 +3.421 +57.085 A
 +9.528 +68.469 B
 -5.614 +73.510 C
+14.700 +53.305 B
 -0.820 +60.738 A
 -3.199 +48.523 A
 +3.708 +68.655 B
 -6.196 +75.227 C
 -3.910 +68.011 C
 -0.403 +76.873 C
 -6.947 +60.813 C
 +2.715 +40.697 C
 +3.656 +44.047 C
 +2.389 +35.063 C
 -5.783 +81.188 C
 -6.971 +53.891 C
+16.844 +84.797 C
 +3.183 +78.120 B
 -6.778 +43.319 C
+13.084 +42.642 C
+10.389 +53.743 B
 +4.668 +76.508 B
 +8.709 +73.406 B
+13.800 +88.084 C
+17.770 +80.756 C
 -3.403 +83.918 C
 +6.865 +81.484 B
 +1.240 +41.832 A
+13.160 +72.830 B
+14.197 +40.990 C
+15.470 +37.127 C
 +1.615 +48.625 A
 +6.587 +70.915 B
+16.191 +80.125 B
 -5.830 +80.709 C
 -5.514 +37.648 C
 +0.118 +56.292 A
 -1.015 +39.965 A
 -2.760 +65.575 C
 +9.312 +83.813 C
 +4.234 +74.421 B
+15.985 +72.425 B
 -6.475 +68.992 C
 +6.783 +81.525 B
+15.819 +84.795 C
+18.263 +58.795 C
 -8.122 +50.561 C
 +5.928 +36.268 C
 -4.174 +82.210 C
 +2.022 +37.954 C
 +1.327 +57.061 A
 -2.568 +60.565 A
 -6.780 +38.314 C
 -0.723 +53.367 A
+16.714 +72.691 C
 +4.088 +69.198 B
 +3.965 +74.359 B
 -6.030 +49.265 C
 +6.602 +52.927 B
 +7.714 +42.463 C
 -0.694 +50.261 A
 +7.528 +50.880 B
 -1.315 +59.109 A
 -2.461 +45.060 A
+14.054 +73.647 B
 +0.155 +78.841 C
 -6.422 +33.744 C
 +7.013 +41.146 C
+13.989 +72.270 B
 +6.414 +54.277 B
 +5.598 +64.596 B
 -3.316 +68.891 C
+15.189 +80.404 B
 +4.216 +39.930 C
 -6.807 +52.356 C
 +4.752 +70.327 B
 +7.045 +56.404 B
 +8.843 +34.211 C
 +1.680 +32.653 C
 -5.120 +45.127 C
 +3.911 +84.585 C
 +5.415 +41.267 C
 -7.427 +74.349 C
 -4.244 +57.033 A
+15.238 +43.809 C
 -6.488 +64.906 C
 -0.182 +47.408 A
+13.300 +35.326 C
 +3.855 +63.317 B
 +1.926 +83.701 C
 -0.206 +80.723 C
+11.914 +37.720 C
+10.249 +55.374 B
+13.628 +52.585 B
+15.591 +69.438 B
 -7.590 +45.499 C
 +3.525 +55.236 B
+12.315 +81.473 B
 +9.855 +57.827 B
 -6.673 +52.728 C
+12.141 +49.046 C
 -6.913 +73.036 C
+11.784 +46.412 C
 +4.125 +48.656 C
 -3.963 +69.845 C
 -6.322 +79.188 C
+11.386 +39.799 C
 -6.996 +44.305 C
+13.336 +46.954 C
+10.296 +73.324 B
+17.554 +49.196 C
+14.488 +71.471 B
 +5.971 +73.991 B
 +7.531 +58.729 B
+12.162 +71.773 B
 +0.379 +46.699 A
+12.127 +87.147 C
 -1.967 +84.893 C
 +0.408 +37.804 C
 +3.211 +63.721 B
+13.210 +55.470 B
 -3.812 +83.911 C
 +9.221 +56.692 B
 -3.146 +57.701 A
 -1.697 +83.296 C
+11.948 +42.496 C
 +0.276 +83.486 C
+11.274 +45.633 C
+18.136 +65.731 C
 -6.367 +65.765 C
+11.689 +77.877 B
 +7.386 +55.240 B
 +3.418 +70.691 B
 +4.207 +60.117 B
+10.492 +77.889 B
 +1.665 +43.698 A
 +2.496 +36.560 C
 -3.793 +80.192 C
 -7.042 +39.149 C
 +5.231 +51.202 B
 -2.240 +43.349 A
 -7.549 +55.983 C
 +5.496 +76.688 B
 +8.997 +34.741 C
 +4.613 +65.726 B
+12.875 +42.572 C
 -6.461 +50.819 C
 +6.524 +42.201 C
+14.203 +43.013 C
 +9.218 +53.497 B
 +7.996 +79.199 B
 +1.329 +69.634 B
 +9.255 +62.450 B
 +7.686 +51.559 B
+12.440 +82.923 B
+16.140 +75.900 B
+11.792 +66.883 B
 -6.725 +81.203 C
 -1.205 +41.711 A
 -2.954 +80.764 C
 -0.280 +49.981 A
 +5.724 +59.341 B
+15.447 +60.268 B
 -7.554 +33.710 C
 -3.631 +81.646 C
 +2.644 +84.211 C
 +9.455 +51.549 B
 +3.578 +42.406 C
 +8.660 +74.347 B
 +3.233 +72.359 B
+15.181 +73.177 B
+16.114 +52.790 C
 -4.769 +41.508 C
 +6.346 +71.227 B
 +9.050 +68.824 B
 +0.577 +45.543 A
+15.549 +51.028 C
+17.489 +66.887 C
 -1.408 +72.843 C
 +1.091 +67.899 A
 -8.963 +41.414 C
 +8.443 +38.170 C
 -0.280 +62.392 A
 -0.928 +45.817 A
+13.643 +68.623 B
+19.104 +75.816 C
 +3.897 +75.881 B
 -5.303 +46.788 C
 +5.750 +74.934 B
 -0.591 +48.032 A
 -3.753 +61.093 C
 -6.433 +61.551 C
+10.828 +55.503 B
 -1.541 +33.938 C
 +6.884 +35.517 C
 +0.757 +56.263 A
 -2.334 +64.349 A
+11.151 +70.526 B
 -5.554 +56.868 C
 +6.125 +65.662 B
 -3.170 +53.972 A
+15.476 +77.859 B
 -4.337 +45.924 A
 +0.553 +41.166 A
 -7.545 +42.176 C
 +2.131 +40.184 C
 -4.904 +56.143 C
 -1.934 +65.359 A
 -7.719 +59.612 C
+17.552 +74.795 C
+14.487 +63.553 B
 -1.939 +71.972 C
+16.075 +41.032 C
 -6.403 +70.491 C
+18.895 +85.133 C
 -2.384 +48.686 A
 +2.252 +41.535 C
+11.624 +78.816 B
 -7.552 +33.790 C
+15.431 +87.632 C
 +2.134 +53.304 A
+17.588 +84.430 C
 -4.085 +64.366 C
+10.204 +83.742 C
 -0.144 +67.868 A
 +0.246 +69.684 B
 -2.668 +78.658 C
 -5.437 +82.431 C
+12.200 +87.759 C
+15.599 +62.723 B
 +0.715 +54.128 A
+11.107 +52.268 B
+13.953 +46.587 C
 +0.353 +63.738 A
 +2.935 +75.599 B
+10.846 +57.754 B
 +0.370 +71.027 B
+11.338 +82.118 B
 +6.312 +47.779 C
+13.568 +68.327 B
+14.018 +74.403 B
+18.959 +79.383 C
 -0.899 +83.317 C
 -3.347 +77.595 C
 -3.398 +65.060 C
 -6.840 +34.767 C
 +3.989 +70.572 B
 -1.176 +79.239 C
 -5.538 +51.851 C
+10.879 +79.479 B
 -1.140 +43.454 A
 +4.048 +66.170 B
 +8.954 +64.148 B
 +3.525 +65.787 B
 +3.785 +59.233 B
+16.818 +61.808 C
 +9.844 +84.388 C
 +3.439 +80.061 B
 +7.984 +76.182 B
 -5.442 +58.477 C
+15.780 +84.754 C
 -3.330 +57.696 A
 -2.932 +33.505 C
 -5.964 +82.900 C
 +5.870 +34.684 C
+14.818 +60.343 B
 -1.437 +79.244 C
+13.145 +74.039 B
 +9.343 +59.498 B
 +0.635 +67.137 A
 +6.585 +53.466 B
 +3.982 +85.577 C
+11.734 +55.979 B
+10.135 +45.766 C
 -1.217 +57.507 A
 -3.650 +84.285 C
 +2.901 +65.015 B
 +5.691 +81.743 C
 +7.224 +71.041 B
 -4.659 +52.698 A
 +3.424 +78.543 B
 +2.606 +81.181 C
 +4.967 +42.368 C
 +4.806 +62.394 B
+18.740 +88.839 C
 +7.929 +62.284 B
+13.837 +58.332 B
+11.400 +78.647 B
+12.531 +77.446 B
 -8.108 +52.654 C
 -0.229 +36.186 C
 +1.867 +77.285 B
 -2.295 +41.253 A
 -7.019 +43.783 C
+11.307 +50.788 B
 +8.988 +36.441 C
 +7.399 +45.282 C
+12.084 +82.278 B
+15.555 +83.232 B
 -0.935 +75.849 C
 +6.314 +51.840 B
 -3.741 +53.818 A
 -1.429 +51.103 A
 -9.345 +33.344 C
 +3.781 +53.880 B
 -7.765 +35.853 C
 +1.211 +43.977 A
 +3.636 +57.267 B
+18.400 +63.351 C
 +2.600 +75.415 B
 +8.061 +84.692 C
 +1.741 +45.145 A
+14.996 +68.063 B
+11.312 +73.325 B
+11.645 +84.567 C
 -0.159 +48.247 A
 -0.413 +68.417 A
+15.081 +56.902 B
+10.431 +54.317 B
 +6.960 +51.089 B
 +7.806 +66.892 B
 +4.219 +38.715 C
 +2.353 +45.703 C
 -4.232 +54.678 A
 -4.037 +32.447 C
 -5.928 +62.335 C
 +9.915 +84.436 C
+15.818 +68.564 B
 -4.716 +80.855 C
 +2.183 +46.230 A
+11.931 +79.592 B
 +6.950 +77.342 B
 -5.428 +71.191 C
 -3.396 +43.318 A
 +6.000 +76.886 B
 +1.258 +40.579 C
+12.475 +53.435 B
 +4.481 +78.004 B
 +1.251 +75.163 B
+17.460 +62.407 C
+11.944 +88.166 C
 +6.411 +53.218 B
+14.967 +58.364 B
+15.457 +54.999 C
+15.143 +67.317 B
+14.745 +84.784 C
+13.435 +54.227 B
 +3.937 +45.190 C
 -5.159 +55.349 C
 +2.475 +57.158 A
 +8.997 +82.648 C
 +8.947 +81.094 B
+18.024 +67.729 C
+17.063 +81.573 C
 -1.197 +81.655 C
+11.734 +84.554 C
+15.188 +85.765 C
 +4.815 +53.679 B
 -4.674 +76.715 C
 -0.641 +40.671 A
 -0.868 +71.519 C
 -5.850 +74.973 C
 -2.991 +48.887 A
 +7.240 +58.220 B
 -5.129 +45.082 C
+13.190 +53.561 B
 -1.004 +41.302 A
 -0.262 +58.537 A
 +7.310 +79.797 B
 +0.397 +51.274 A
 +5.010 +82.983 C
+15.664 +36.695 C
 +1.646 +69.576 B
+10.057 +66.860 B
 -2.259 +42.015 A
 +4.914 +56.525 B
 +4.600 +38.403 C
+19.760 +85.769 C
 +2.565 +84.000 C
 -2.045 +35.116 C
 -2.628 +75.091 C
 +0.049 +42.339 A
 +5.889 +77.509 B
 -3.778 +84.465 C
+13.813 +58.443 B
 -0.211 +62.705 A
+10.570 +37.300 C
 -5.302 +49.866 C
 -2.161 +57.530 A
 +7.243 +43.069 C
+16.119 +59.973 C
 -6.496 +32.507 C
 +2.223 +63.244 A
 -1.275 +54.649 A
 -2.881 +60.960 A
 +3.047 +34.676 C
+13.149 +61.897 B
 -6.199 +83.932 C
 -7.587 +46.163 C
 +1.735 +70.964 B
 +0.030 +56.984 A
+15.713 +83.120 B
+14.751 +40.024 C
 +1.180 +33.504 C
 +1.109 +70.895 B
 -6.217 +64.966 C
 +5.198 +46.714 C
 +6.177 +38.025 C
+11.770 +60.398 B
+11.179 +43.736 C
 -2.611 +58.058 A
 -2.195 +68.556 C
 +9.264 +59.027 B
 +7.650 +61.359 B
+13.723 +62.126 B
 +9.314 +67.452 B
 -3.189 +84.580 C
 -7.388 +49.974 C
+13.518 +72.251 B
 +5.709 +43.726 C
+12.638 +75.135 B
 -5.090 +53.861 C
+17.761 +56.938 C
 +0.917 +84.745 C
+16.764 +62.024 C
 -2.067 +70.304 C
+10.170 +43.687 C
 -1.999 +61.783 A
 -7.603 +48.243 C
 +0.325 +70.928 B
 +8.391 +59.973 B
 +9.870 +64.997 B
+12.560 +38.305 C
+11.132 +69.402 B
 -0.510 +74.265 C
 +2.796 +56.505 A
 +9.629 +71.406 B
+16.975 +82.705 C
 +8.663 +48.100 C
 +1.689 +67.041 A
 -6.009 +57.048 C
 +7.279 +37.756 C
 +2.696 +60.257 A
+17.422 +48.204 C
 +2.974 +72.293 B
+14.778 +47.755 C
 +3.445 +62.147 B
 -7.409 +70.895 C
 +5.734 +73.724 B
+17.188 +56.768 C
 -7.376 +64.548 C
+15.012 +71.616 B
+12.048 +76.574 B
 +0.745 +38.196 C
+15.475 +42.664 C
 +5.530 +40.022 C
+14.950 +78.845 B
+16.315 +68.606 C
 +6.212 +84.925 C
+17.517 +65.080 C
+17.405 +65.004 C
+17.301 +84.932 C
+11.487 +80.401 B
 +4.786 +38.216 C
 +5.156 +55.453 B
 +2.277 +50.161 A
+16.685 +46.216 C
+15.207 +87.668 C
 -6.357 +80.842 C
 +2.999 +77.321 B
+13.396 +59.110 B
 +4.803 +75.319 B
 +2.831 +44.235 C
 +3.570 +73.145 B
 -4.195 +81.614 C
+10.781 +53.794 B
 +3.397 +36.486 C
+16.570 +37.452 C
 +2.810 +37.785 C
+19.344 +85.826 C
 -7.175 +30.655 C
 -3.303 +58.295 A
 -7.521 +49.079 C
+11.767 +71.588 B
+11.729 +64.664 B
 +2.281 +45.473 C
+11.487 +82.089 B
 -0.909 +69.377 C
+12.146 +58.454 B
 +1.045 +65.220 A
 +3.482 +42.910 C
 +1.168 +39.146 C
 -2.266 +82.902 C
 -1.705 +51.904 A
 -1.894 +41.418 A
+18.586 +72.858 C
 +3.679 +53.046 B
 +0.221 +71.762 C
+14.270 +48.563 C
 -0.179 +72.922 C
 +7.751 +47.109 C
 +6.955 +53.125 B
 -4.945 +48.149 C
 -6.680 +79.867 C
+17.571 +73.060 C
 +0.348 +51.366 A
+15.189 +80.515 B
 +7.968 +84.187 C
 +0.143 +43.327 A
 -6.604 +66.065 C
 +0.432 +66.714 A
 +0.243 +63.564 A
 +0.732 +61.144 A
 -4.766 +57.132 C
 -0.044 +80.860 C
 +6.589 +40.053 C
 +4.721 +71.053 B
 -2.281 +32.501 C
 +9.215 +63.081 B
 +0.946 +62.091 A
+14.425 +48.668 C
 -9.060 +41.599 C
 +6.392 +67.317 B
+15.879 +86.461 C
+12.655 +36.562 C
 +5.000 +42.435 C
 +0.648 +42.269 A
 +0.445 +37.342 C
+15.896 +50.062 C
+11.266 +85.955 C
+17.186 +80.671 C
 +7.500 +76.869 B
 +1.904 +54.793 A
 +5.373 +42.102 C
 +9.238 +80.763 B
 -6.307 +41.490 C
+14.798 +40.741 C
 +7.339 +68.795 B
 +0.801 +50.303 A
 +5.737 +45.326 C
 +6.826 +80.176 B
 -3.357 +61.303 A
 -6.468 +38.480 C
+16.031 +40.310 C
 +4.626 +37.628 C
+17.442 +69.629 C
 -7.756 +31.550 C
+14.241 +46.010 C
 +6.971 +71.290 B
 +0.612 +42.427 A
 +6.760 +78.302 B
+10.697 +58.764 B
+11.367 +37.515 C
 +9.396 +75.235 B
 -1.330 +75.815 C
 -3.050 +45.239 A
+13.190 +85.033 C
 +4.801 +35.711 C
 -7.546 +33.368 C
 -5.679 +80.659 C
+17.823 +79.470 C
 -1.646 +63.990 A
+14.648 +80.834 B
 +1.587 +41.903 C
 +5.995 +70.620 B
 -7.656 +36.331 C
 -1.911 +33.171 C
+14.056 +56.235 B
+13.205 +87.214 C
 +6.214 +79.471 B
 -2.768 +78.451 C
 -6.827 +79.297 C
 +6.367 +60.933 B
 +5.768 +53.055 B
 -6.724 +82.976 C
 -8.226 +50.334 C
 -1.639 +73.517 C
+17.449 +64.776 C
 -5.461 +33.269 C
 -0.253 +64.960 A
+18.685 +87.716 C
 -0.069 +81.142 C
+15.767 +88.931 C
+11.188 +45.301 C
 +4.054 +47.598 C
+11.049 +70.443 B
 +2.161 +70.996 B
 -1.604 +73.164 C
+15.517 +80.332 B
 +2.485 +34.099 C
 -3.398 +58.775 A
+15.327 +87.017 C
+15.115 +63.227 B
+13.412 +78.513 B
 -2.606 +49.562 A
 +8.751 +50.211 B
 -5.224 +57.882 C
 -8.366 +54.665 C
 -0.526 +62.448 A
+14.683 +75.673 B
 +9.568 +55.943 B
 -2.742 +58.216 A
 -0.214 +81.035 C
 -8.708 +46.703 C
+10.528 +43.679 C
+16.662 +86.021 C
 +0.308 +65.787 A
 -5.677 +57.194 C
 -5.054 +54.256 C
 -1.376 +68.881 C
 -3.021 +43.821 A
 -3.611 +34.993 C
 -6.634 +75.722 C
 +7.264 +42.300 C
 -3.649 +50.025 A
 -6.519 +32.882 C
+15.294 +44.265 C
+13.107 +49.991 C
 +3.410 +41.625 C
 +6.853 +33.916 C
 -4.603 +84.119 C
 +7.549 +67.386 B
 -1.918 +56.794 A
+16.021 +59.098 C
 +4.942 +64.253 B
 -3.437 +67.400 C
 +7.831 +62.473 B
 +6.087 +74.660 B
 +9.781 +60.322 B
 +4.300 +65.655 B
 -1.636 +66.822 A
 +3.471 +82.760 C
 +7.011 +75.003 B
 -2.814 +33.661 C
+18.216 +68.315 C
 -2.958 +58.192 A
 +2.311 +81.021 C
 -9.121 +35.443 C
+13.645 +56.446 B
 +1.186 +72.925 B
 +4.584 +46.565 C
+14.717 +44.780 C
 +1.422 +66.640 A
+18.486 +87.514 C
 -0.546 +53.893 A
+17.024 +61.493 C
+17.040 +59.508 C
+15.469 +43.577 C
+14.765 +54.154 B
 -2.217 +39.834 A
 -0.434 +42.100 A
+13.615 +60.824 B
 +4.904 +42.220 C
+14.273 +72.573 B
 -3.807 +69.675 C
+13.945 +54.315 B
 +9.103 +84.187 C
 -5.160 +66.777 C
+11.419 +55.852 B
 +0.727 +67.824 A
 -5.312 +40.157 C
 +2.409 +56.075 A
 -1.544 +56.109 A
 +9.629 +81.855 B
+16.014 +84.757 C
+12.695 +37.964 C
 -5.144 +66.593 C
+10.029 +39.669 C
 +1.812 +66.489 A
 -1.489 +75.625 C
 +1.964 +57.689 A
 -2.183 +51.543 A
+11.676 +56.328 B
 +2.637 +59.359 A
 +9.925 +64.189 B
 -5.719 +53.355 C
 +3.164 +40.162 C
+14.839 +76.623 B
+13.847 +61.541 B
 +5.500 +66.166 B
 -5.070 +50.150 C
 -4.829 +45.811 C
 +4.054 +81.489 C
 +8.069 +38.114 C
 +2.189 +53.277 A
+17.924 +81.219 C
+17.278 +56.510 C
 +1.999 +72.276 B
 -7.513 +36.152 C
+15.920 +78.808 B
 -2.023 +83.909 C
 -3.964 +60.356 C
 -1.355 +55.945 A
+19.398 +87.448 C
 -3.102 +36.038 C
 +6.811 +73.259 B
 -0.325 +69.534 C
+15.988 +77.630 B
+15.814 +73.111 B
 -1.499 +38.316 A
+10.265 +41.521 C
 +4.675 +57.261 B
 -5.757 +60.894 C
+10.680 +37.204 C
 -8.143 +55.969 C
+16.251 +89.056 C
 -1.667 +72.838 C
+16.191 +49.872 C
 -5.873 +58.843 C
+15.840 +77.333 B
 +9.477 +67.050 B
+17.243 +82.928 C
 -3.750 +55.266 A
 -5.108 +62.216 C
+10.442 +85.944 C
 +3.925 +67.254 B
 -0.825 +55.963 A
+17.262 +78.276 C
 -4.184 +69.153 C
 +6.532 +39.261 C
 -1.787 +34.765 C
+10.858 +82.019 B
 -1.659 +49.564 A
 +7.319 +79.435 B
+16.467 +79.258 B
+10.549 +56.462 B
 -5.655 +54.700 C
+16.545 +37.753 C
+11.115 +63.558 B
 -7.156 +43.204 C
 +7.696 +64.514 B
 -3.139 +39.821 A
 +4.427 +50.877 B
+10.502 +64.110 B
 -2.667 +38.131 A
+11.528 +46.493 C
 -6.488 +54.059 C
 +8.357 +64.656 B
 -3.160 +50.184 A
 -6.367 +55.135 C
 +8.541 +76.678 B
 -4.327 +74.023 C
+11.304 +82.307 B
 +9.971 +56.532 B
 +8.432 +61.409 B
 +9.024 +42.507 C
 +1.053 +50.493 A
+12.405 +85.751 C
 -2.169 +42.861 A
+11.039 +56.310 B
 -1.655 +72.721 C
 -0.380 +77.366 C
 -2.611 +67.028 C
 +8.633 +61.948 B
 +6.149 +72.136 B
 +4.745 +78.171 B
 +9.553 +51.707 B
 +7.194 +78.073 B
+14.148 +48.022 C
+14.472 +51.294 C
 +5.296 +41.035 C
+12.686 +35.999 C
 -4.114 +38.179 C
 -6.715 +51.868 C
 -1.873 +76.722 C
 +9.955 +79.414 B
 -8.049 +61.724 C
 +7.605 +74.628 B
+13.203 +83.717 C
+17.217 +71.441 C
 +1.372 +37.997 C
+10.097 +35.838 C
+13.000 +53.330 B
+10.347 +50.213 C
 -0.213 +32.387 C
 -2.859 +81.822 C
 -6.971 +37.597 C
+17.212 +64.303 C
 -2.870 +73.008 C
 -5.783 +51.155 C
 -3.787 +66.886 C
 -7.577 +68.063 C
+13.295 +60.189 B
+14.041 +67.712 B
 -6.814 +58.056 C
 -2.911 +57.477 A
+17.171 +63.331 C
 +4.497 +53.806 B
 -3.088 +50.255 A
 -7.783 +68.530 C
 -3.368 +35.619 C
+12.457 +83.080 C
+12.364 +47.795 C
+10.370 +48.917 C
+11.789 +58.848 B
 +6.291 +66.469 B
+19.159 +85.098 C
 -0.480 +61.341 A
 -7.036 +70.369 C
+15.532 +43.735 C
+12.592 +88.044 C
 -1.753 +50.290 A
+18.872 +70.698 C
+10.986 +42.700 C
+17.726 +52.577 C
 +5.362 +68.400 B
 +2.961 +37.381 C
 +6.857 +74.845 B
+14.394 +52.556 B
 +1.724 +40.586 C
 -8.293 +58.622 C
 +8.841 +51.776 B
+16.545 +63.336 C
 +0.048 +43.306 A
 -0.707 +69.049 C
 +9.195 +52.394 B
 -6.549 +52.218 C
+15.324 +75.369 B
 +0.205 +33.901 C
+15.796 +40.203 C
 +6.398 +71.739 B
 -0.486 +68.561 A
 -8.565 +38.161 C
 -1.142 +78.655 C
 +5.617 +43.254 C
 -6.821 +43.552 C
+11.332 +45.281 C
+11.031 +63.358 B
+11.316 +53.714 B
 -6.622 +37.987 C
+13.422 +86.754 C
 +6.436 +33.757 C
 +4.562 +54.064 B
 +8.759 +72.266 B
+13.717 +73.143 B
 -3.130 +56.090 A
 -4.893 +80.433 C
 +1.874 +71.145 B
+14.642 +86.717 C
+19.503 +84.423 C
+14.574 +35.528 C
 -1.544 +39.545 A
 -1.879 +82.483 C
 -4.940 +65.564 C
 -5.064 +61.326 C
 +7.700 +39.188 C
+19.331 +88.887 C
 +9.233 +85.312 C
 +6.201 +58.721 B
 +4.464 +52.137 B
 -3.716 +65.596 C
 +4.734 +81.038 B
+12.611 +35.267 C
 -4.039 +31.702 C
